Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,team_avg_pull,team_avg_blk,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,BLK/PP %,Pull/Team Pull %,BLK/Team avg BLK %,SCR/POS %_adj,BLK/PP %_adj,PM/PP_adj,Y/POS_adj,HA/POS %_adj,CMP/POS_adj,AST/POS %_adj,GLS/POS %_adj,T/POS %_adj,TY/POS_adj,RY/POS_adj,Y/CMP_adj,MP_adj,DPP_adj,Pull/Team Pull %_adj,Hck_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_Z,DPP_Z,Pull_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Orion Cable,6,106,134,27,7,20,3,20,46,86.79,1470,148,1322,44.03,5,7,1,3,0,2,50.00,0,95,11,123,glory,2023,170.0,11.0,5.0,5.22,14.93,20.15,0.34,0.19,1.0,10.0,11.0,3.73,5.22,31.96,2.83,0.0,60.0,19.72,2.84,0.18,10.93,3.82,0.39,5.27,14.38,5.2,1.28,9.72,30.85,127.58,15.65,7.01,2.14,0.26,-0.56,0.09,-0.23,-0.51,-0.65,-0.36,0.86,-0.09,0.41,-0.73,-0.7,2.33,-0.83,-1.0,-0.39,-0.31,-0.4,-0.69,-0.203
Chris Bartoli,12,167,97,12,3,9,10,19,25,92.59,578,80,498,44.33,3,2,0,1,0,0,--,0,4,163,180,glory,2023,170.0,11.0,5.0,3.09,9.28,12.37,0.26,0.11,1.0,5.0,6.0,3.09,2.06,23.12,5.99,0.0,200.0,12.52,5.71,0.1,6.37,3.27,0.33,3.36,9.07,2.33,1.37,5.09,22.45,180.84,155.06,9.44,0.37,-0.58,1.11,0.02,-0.79,-0.74,-0.81,-0.73,-0.24,-0.8,-0.53,-0.8,-0.67,1.02,-0.12,1.28,-0.39,-0.12,0.57,0.12,-0.203
Gustav Haflin,13,194,112,7,4,3,10,15,42,95.45,738,316,422,45.54,6,1,0,1,0,1,100.00,1,3,191,238,glory,2023,170.0,11.0,5.0,3.57,2.68,6.25,0.38,0.08,3.0,4.0,7.0,5.36,0.89,17.57,5.15,9.09,200.0,6.89,4.97,0.07,7.25,5.33,0.43,3.77,3.03,1.23,3.16,4.16,17.44,233.98,181.74,16.62,1.25,-0.86,1.11,-0.26,-0.69,-0.4,-0.68,-0.64,-0.84,-0.94,-0.61,-0.56,-0.52,0.2,0.61,1.7,-0.36,0.14,0.58,0.53,-0.203
Benjamin Sadok,10,175,220,29,20,9,3,14,341,94.99,4022,2800,1222,52.73,14,17,0,1,0,5,45.45,0,175,0,199,glory,2023,170.0,11.0,5.0,9.09,4.09,13.18,1.55,0.08,13.0,6.0,18.0,6.36,7.73,11.79,1.71,0.0,60.0,13.22,1.77,0.08,17.65,6.3,1.53,8.96,4.22,7.61,12.65,6.0,11.97,198.57,3.39,4.39,4.96,0.37,-0.56,-0.33,1.37,0.5,1.52,0.83,-0.24,1.33,0.3,1.92,0.34,-0.66,0.12,-1.16,-0.39,-0.05,-0.4,-0.29,-0.203
Tyler Chan,9,147,139,19,11,8,7,14,116,91.34,2113,1120,993,47.48,12,9,0,3,0,8,66.67,0,62,85,177,glory,2023,170.0,11.0,5.0,7.91,5.76,13.67,0.83,0.1,8.0,7.0,15.0,8.63,6.47,18.22,4.76,0.0,140.0,13.69,4.64,0.09,14.66,8.39,0.84,7.78,5.84,6.37,7.8,6.93,18.07,177.81,84.53,6.78,7.73,-0.19,0.39,-0.33,0.17,0.28,-0.14,0.01,-0.34,0.19,0.04,0.24,-0.29,0.3,-0.15,0.11,-0.39,-0.03,0.15,0.03,-0.203
Colin Sunde,11,146,180,19,18,1,1,12,233,95.88,2231,2119,112,52.78,13,7,0,1,0,14,82.35,0,144,2,166,glory,2023,170.0,11.0,5.0,10.0,0.56,10.56,1.29,0.08,12.0,1.0,12.0,7.22,3.89,9.58,0.68,0.0,20.0,10.74,0.8,0.08,11.89,7.1,1.27,9.79,0.9,3.95,11.63,1.26,9.92,167.21,6.0,5.32,13.47,-0.19,-1.04,-0.47,0.25,0.39,0.73,0.65,-1.04,-0.09,-0.97,1.24,0.35,-0.98,-0.29,-1.13,-0.39,0.43,-0.68,0.3,-0.203
Phillip Joyce,12,146,82,10,2,8,11,12,19,73.08,349,136,213,47.56,1,7,0,2,0,0,0.00,12,8,138,185,glory,2023,170.0,11.0,5.0,2.44,9.76,12.2,0.23,0.08,2.0,3.0,4.0,1.22,8.54,18.37,7.53,109.09,220.0,12.4,7.04,0.07,4.65,1.63,0.31,2.83,9.46,8.16,2.33,3.33,18.11,185.43,131.48,108.21,0.43,-0.69,1.34,-0.47,-0.93,-0.97,-0.85,-0.82,-0.34,-0.09,-0.85,-0.74,-0.28,0.32,-0.05,0.9,0.03,-0.63,0.78,-0.55,-0.203
Brendan McCann,8,140,110,15,9,6,5,11,108,88.52,879,675,204,42.73,5,8,0,1,0,3,60.00,110,10,130,159,glory,2023,170.0,11.0,5.0,8.18,5.45,13.64,0.98,0.08,6.0,2.0,8.0,4.55,7.27,8.14,3.57,1000.0,100.0,13.67,3.52,0.07,8.17,4.59,0.98,8.0,5.58,7.08,5.92,2.33,8.8,161.5,125.67,925.08,3.08,-0.41,-0.08,-0.54,-0.6,-0.51,-0.2,-0.18,-0.54,0.05,-0.86,-0.2,-0.86,-1.2,-0.38,0.78,3.52,-0.39,0.61,-0.27,-0.203
Cole Davis-Brand,11,191,244,28,16,12,3,11,341,93.17,3682,2041,1641,47.54,27,19,0,1,0,4,40.00,1,189,2,230,glory,2023,170.0,11.0,5.0,6.56,4.92,11.48,1.4,0.06,8.0,7.0,15.0,11.07,7.79,10.8,1.57,9.09,60.0,11.58,1.63,0.06,14.8,10.83,1.38,6.54,5.0,7.68,7.88,6.96,11.0,228.39,4.99,12.71,4.0,0.32,-0.56,-0.54,1.16,1.97,1.52,0.47,0.06,1.61,0.77,1.16,-0.28,-0.8,0.51,-1.13,-0.36,0.08,-0.39,-0.08,-0.203
Jac Carreiro,6,64,36,7,4,3,5,11,15,93.75,427,169,258,63.89,1,1,0,0,0,1,100.00,8,2,62,60,glory,2023,170.0,11.0,5.0,11.11,8.33,19.44,0.42,0.17,5.0,7.0,12.0,2.78,2.78,28.47,7.81,72.73,100.0,18.26,6.76,0.13,11.57,3.26,0.55,10.0,8.04,3.26,5.0,6.78,25.76,88.04,65.48,78.88,1.65,-0.86,-0.08,-0.54,-0.89,-0.97,-0.88,-0.64,-0.84,-0.94,-0.8,-0.71,1.68,1.81,-1.63,-0.24,-0.11,-0.29,-0.07,-0.48,-0.203
Stewart Kelley,8,97,44,7,2,5,5,11,5,71.43,259,44,215,54.55,0,1,0,0,0,0,--,0,0,97,97,glory,2023,170.0,11.0,5.0,4.55,11.36,15.91,0.11,0.11,1.0,5.0,6.0,0.0,2.27,51.8,5.15,0.0,100.0,15.56,4.75,0.09,6.74,0.93,0.27,4.82,10.55,2.78,1.74,5.19,45.17,114.04,93.48,18.7,0.74,-0.86,-0.08,-0.54,-0.99,-1.08,-0.96,-0.82,-0.64,-0.94,-0.85,-0.83,0.56,5.27,-1.16,0.29,-0.39,-0.32,-0.12,-0.56,-0.203
Gabe Colton,8,108,59,8,3,5,3,9,21,91.3,471,31,440,61.02,2,2,0,0,0,0,--,27,1,107,109,glory,2023,170.0,11.0,5.0,5.08,8.47,13.56,0.36,0.08,1.0,7.0,8.0,3.39,3.39,22.43,2.78,245.45,60.0,13.62,2.81,0.07,8.29,3.62,0.45,5.21,8.26,3.62,1.58,6.86,21.5,120.59,102.8,224.52,0.58,-0.8,-0.56,-0.68,-0.86,-0.85,-0.84,-0.73,-0.64,-0.8,-0.59,-0.84,1.33,0.92,-1.01,0.44,0.57,-0.3,-0.22,-0.58,-0.203
Jay Clark,7,84,102,13,7,6,1,9,75,93.75,1350,725,625,47.06,5,5,0,0,0,4,66.67,0,82,2,101,glory,2023,170.0,11.0,5.0,6.86,5.88,12.75,0.74,0.11,7.0,6.0,13.0,4.9,4.9,18.0,1.19,0.0,20.0,12.86,1.35,0.1,12.73,4.91,0.76,6.78,5.98,4.91,6.82,6.0,17.82,108.86,8.79,9.02,4.0,-0.52,-1.04,-0.68,-0.31,-0.51,-0.44,-0.36,-0.54,-0.37,-0.38,-0.15,-0.34,0.26,-1.11,-1.13,-0.39,-0.21,-0.68,-0.69,-0.203
Nathanial Dick,8,111,75,8,6,2,2,6,75,94.94,747,674,73,49.33,11,3,0,1,0,2,66.67,0,2,109,130,glory,2023,170.0,11.0,5.0,8.0,2.67,10.67,1.0,0.05,9.0,1.0,10.0,14.67,4.0,9.96,1.8,0.0,40.0,11.06,1.94,0.04,10.0,13.53,1.0,7.76,3.18,4.12,8.53,1.59,10.67,136.94,105.35,11.88,2.24,-0.8,-0.8,-0.89,-0.68,0.16,-0.44,-0.45,-0.94,-0.66,-1.01,-0.2,-0.07,-0.93,-0.75,0.47,-0.39,0.13,-0.54,-0.09,-0.203
Oscar Graff,8,98,43,6,5,1,4,6,17,73.91,248,79,169,55.81,2,4,0,0,0,0,--,0,3,95,109,glory,2023,170.0,11.0,5.0,11.63,2.33,13.95,0.4,0.06,2.0,4.0,6.0,4.65,9.3,14.59,4.08,0.0,80.0,13.96,3.88,0.05,6.75,4.72,0.51,10.57,3.21,8.49,2.57,4.38,14.86,124.09,91.79,19.06,0.75,-0.92,-0.32,-0.89,-1.0,-0.85,-0.87,-0.54,-1.04,-0.52,-0.9,-0.8,0.71,-0.24,-1.01,0.26,-0.39,-0.49,-0.26,-0.89,-0.203
Jacob Fairfax,12,273,314,45,14,31,10,44,201,95.26,4586,961,3625,56.05,15,9,0,2,0,6,75.00,1,247,26,295,flyers,2023,190.0,9.0,4.0,4.46,9.87,14.33,0.64,0.16,3.0,12.0,15.0,4.78,2.87,22.82,3.66,11.11,250.0,14.32,3.64,0.16,14.85,4.79,0.65,4.51,9.78,2.94,3.06,11.81,22.61,291.73,27.6,13.88,5.94,1.27,1.11,1.76,1.73,0.61,0.49,0.28,1.96,0.19,3.03,0.09,0.74,0.98,1.33,-0.78,-0.35,0.55,0.58,1.16,0.005
Trevor Lynch,11,267,288,43,32,11,7,31,268,93.38,4210,2658,1552,57.99,24,16,0,3,0,14,70.00,0,233,34,286,flyers,2023,190.0,9.0,4.0,11.11,3.82,14.93,0.93,0.12,9.0,5.0,15.0,8.33,5.56,15.71,2.62,0.0,175.0,14.9,2.63,0.12,14.83,8.22,0.93,10.94,3.93,5.54,8.87,5.03,15.72,282.74,35.48,3.39,13.66,1.16,0.39,0.86,1.49,1.63,0.98,1.93,-0.04,1.19,0.67,1.78,0.97,-0.08,1.22,-0.66,-0.39,0.67,0.15,1.11,0.005
Suraj Madiraju,11,254,205,33,16,17,6,30,162,94.74,1966,663,1303,59.02,16,8,1,1,0,1,100.00,0,125,129,273,flyers,2023,190.0,9.0,4.0,7.8,8.29,16.1,0.79,0.12,3.0,6.0,10.0,7.8,3.9,12.14,2.36,0.0,150.0,16.0,2.39,0.11,10.0,7.67,0.8,7.72,8.23,3.95,3.09,6.0,12.32,269.09,126.63,4.7,1.14,0.6,0.15,0.79,0.08,0.73,0.2,0.47,0.56,0.05,0.39,-0.21,1.09,-0.6,1.05,0.77,-0.39,0.4,0.01,0.62,0.005
Joe White,5,95,100,34,19,15,1,26,140,92.72,2408,1029,1379,58.0,9,8,0,1,0,3,50.00,0,80,15,119,flyers,2023,190.0,9.0,4.0,19.0,15.0,34.0,1.4,0.27,10.0,14.0,24.0,9.0,8.0,17.2,1.05,0.0,25.0,32.18,1.23,0.25,22.73,8.64,1.36,17.82,14.27,7.73,9.55,13.27,17.09,125.36,20.73,9.18,3.09,0.65,-1.04,0.51,0.36,-0.06,0.04,0.74,0.36,0.05,0.48,0.15,0.97,0.14,-0.88,-0.94,-0.39,0.07,-0.68,-0.26,0.005
Anders Juengst,12,254,308,41,13,28,1,23,284,94.35,3193,1401,1792,57.79,16,15,0,4,0,6,54.55,0,239,15,297,flyers,2023,190.0,9.0,4.0,4.22,9.09,13.31,0.92,0.09,5.0,6.0,10.0,5.19,4.87,11.24,0.39,0.0,25.0,13.33,0.47,0.09,10.0,5.18,0.92,4.28,9.02,4.87,5.0,6.0,11.39,293.6,16.98,3.18,5.94,1.04,-1.04,0.3,0.85,0.73,1.1,0.19,1.66,1.04,0.95,0.53,0.95,-0.74,1.35,-0.94,-0.39,0.13,-0.68,-0.16,0.005
Terrence Mitchell,13,207,165,21,10,11,10,23,72,90.0,1324,400,924,50.3,4,8,0,0,0,3,75.00,0,75,132,229,flyers,2023,190.0,9.0,4.0,6.06,6.67,12.73,0.44,0.11,2.0,6.0,8.0,2.42,4.85,18.39,4.83,0.0,250.0,12.8,4.73,0.1,8.11,2.57,0.47,6.06,6.69,4.86,2.17,6.0,18.25,226.71,128.91,5.77,3.06,-0.08,1.11,0.3,-0.32,-0.63,-0.46,-0.08,-0.04,0.05,-0.04,-0.48,0.05,0.32,0.5,0.81,-0.39,-0.34,0.57,-0.22,0.005
Alex Davis,8,136,146,23,5,18,6,22,79,95.18,1699,427,1272,54.79,13,3,0,4,0,1,100.00,0,102,34,153,flyers,2023,190.0,9.0,4.0,3.42,12.33,15.75,0.54,0.16,3.0,9.0,12.0,8.9,2.05,21.51,4.41,0.0,150.0,15.64,4.32,0.15,11.87,8.65,0.57,3.59,11.99,2.24,3.13,8.81,21.16,155.31,36.82,6.47,1.19,0.04,0.15,0.23,-0.09,0.39,-0.41,-0.54,0.66,-0.66,0.35,-0.45,0.59,0.78,-0.46,-0.66,-0.39,0.38,0.01,0.59,0.005
Sol Yanuck,11,240,271,48,33,15,2,21,446,92.92,4428,3504,924,56.46,17,29,0,0,0,18,54.55,1,203,37,266,flyers,2023,190.0,9.0,4.0,12.18,5.54,17.71,1.65,0.09,13.0,3.0,16.0,6.27,10.7,9.93,0.83,11.11,50.0,17.58,0.91,0.09,15.79,6.22,1.63,11.96,5.59,10.5,12.72,3.11,10.15,263.26,38.46,14.31,17.5,1.44,-0.8,0.16,1.63,0.84,2.3,2.02,0.36,3.03,-0.04,2.63,0.79,-0.93,0.97,-0.61,-0.35,-0.45,-0.53,-0.98,0.005
Tobias Brooks,11,158,130,22,14,8,1,19,77,95.06,1689,597,1092,50.0,9,3,0,1,0,2,100.00,10,52,106,189,flyers,2023,190.0,9.0,4.0,10.77,6.15,16.92,0.59,0.12,5.0,8.0,13.0,6.92,2.31,21.94,0.63,111.11,25.0,16.71,0.8,0.11,12.79,6.78,0.62,10.43,6.21,2.5,5.0,7.86,21.52,189.0,104.0,110.39,2.14,-0.02,-1.04,0.02,-0.09,-0.06,-0.43,0.28,-0.34,-0.66,0.15,-0.28,0.01,0.85,-0.0,0.42,0.04,0.31,-0.6,0.16,0.005
Elijah Long,11,243,274,37,20,17,4,17,485,95.28,4164,2735,1429,57.66,40,21,0,3,0,7,63.64,0,215,28,272,flyers,2023,190.0,9.0,4.0,7.3,6.2,13.5,1.77,0.07,10.0,5.0,15.0,14.6,7.66,8.59,1.65,0.0,100.0,13.52,1.7,0.07,14.82,14.26,1.74,7.25,6.23,7.57,9.82,5.04,8.85,269.08,29.76,3.56,6.89,0.82,-0.32,-0.12,1.46,3.44,2.59,0.83,0.56,1.89,0.53,1.86,0.93,-1.13,1.04,-0.75,-0.39,0.75,-0.26,1.02,0.005
Liam Searles Bohs,4,82,97,17,11,6,2,17,96,97.96,1598,752,846,58.76,10,1,1,1,0,8,88.89,4,78,4,95,flyers,2023,190.0,9.0,4.0,11.34,6.19,17.53,0.99,0.21,8.0,9.0,16.0,10.31,1.03,16.65,2.44,44.44,50.0,17.2,2.49,0.19,15.44,9.81,0.99,10.84,6.27,1.4,7.72,8.72,16.59,103.79,10.92,49.73,7.63,-0.3,-0.8,-0.12,-0.15,0.05,-0.29,0.01,-0.54,-0.94,-0.13,-0.12,1.06,0.06,-1.19,-1.11,-0.22,0.38,-0.51,0.31,0.005
Ty Naquin,10,111,63,11,4,7,3,14,26,100.0,525,130,395,57.14,2,0,0,0,0,0,--,1,1,110,114,flyers,2023,190.0,9.0,4.0,6.35,11.11,17.46,0.41,0.13,2.0,6.0,8.0,3.17,0.0,20.19,2.7,11.11,75.0,16.99,2.74,0.11,8.27,3.42,0.49,6.3,10.55,0.68,2.41,6.0,19.62,124.27,105.62,23.42,0.55,-0.64,-0.56,-0.33,-0.82,-0.85,-0.8,-0.64,-0.44,-1.08,-0.64,-0.75,0.87,0.59,-0.95,0.48,-0.35,-0.06,-0.39,-0.3,0.005
Matthew Mcknight,5,105,112,19,13,6,1,13,122,96.06,1474,882,592,58.04,4,5,0,2,0,2,50.00,7,88,17,108,flyers,2023,190.0,9.0,4.0,11.61,5.36,16.96,1.09,0.12,8.0,5.0,13.0,3.57,4.46,12.08,0.95,77.78,25.0,16.72,1.12,0.11,12.75,3.69,1.08,11.15,5.49,4.5,7.75,5.08,12.4,114.64,22.0,79.68,2.16,-0.19,-1.04,-0.4,-0.23,-0.63,-0.09,0.19,-0.54,-0.37,-0.42,0.01,0.98,-0.61,-1.02,-0.91,-0.09,-0.12,-0.62,-0.52,0.005
Matt Tucker,10,150,72,7,2,5,7,13,25,100.0,351,86,265,44.44,1,0,0,1,0,0,--,1,4,146,150,flyers,2023,190.0,9.0,4.0,2.78,6.94,9.72,0.35,0.09,1.0,4.0,5.0,1.39,0.0,14.04,4.67,11.11,175.0,10.24,4.47,0.08,5.61,1.83,0.43,3.17,6.95,0.61,1.49,4.24,14.28,154.76,137.71,22.07,0.49,-0.86,0.39,-0.4,-0.93,-0.97,-0.81,-0.82,-0.64,-1.08,-0.79,-0.79,-0.65,-0.32,-0.49,1.02,-0.35,-0.12,0.16,-0.1,0.005
Ethan Bloodworth,10,168,111,14,7,7,3,12,84,92.31,1036,447,589,59.46,9,4,0,1,0,4,80.00,0,31,137,192,flyers,2023,190.0,9.0,4.0,6.31,6.31,12.61,0.76,0.07,4.0,5.0,9.0,8.11,3.6,12.33,1.79,0.0,75.0,12.72,1.89,0.06,9.08,7.85,0.78,6.28,6.37,3.72,4.08,5.08,12.63,191.75,132.12,8.35,4.0,-0.47,-0.56,-0.47,-0.5,-0.06,-0.37,-0.36,-0.44,-0.52,-0.42,-0.43,1.15,-0.58,0.03,0.89,-0.39,0.07,-0.4,-0.11,0.005
Connor Russell,11,182,111,13,7,6,5,10,46,85.19,1064,434,630,50.45,2,8,0,0,0,4,66.67,44,30,152,181,flyers,2023,190.0,9.0,4.0,6.31,5.41,11.71,0.41,0.05,4.0,6.0,10.0,1.8,7.21,23.13,2.75,488.89,125.0,11.9,2.77,0.05,10.0,2.06,0.46,6.28,5.54,7.03,4.08,6.0,22.54,181.66,145.88,456.83,4.0,-0.52,-0.08,-0.61,-0.49,-0.85,-0.65,-0.36,-0.54,0.05,-0.38,-0.44,0.07,1.02,-0.1,1.11,1.52,-0.56,0.24,-0.73,0.005
Matt Gouchoe-Hanas,6,120,141,13,4,9,1,10,262,98.13,1401,1401,0,58.87,14,4,0,0,0,3,75.00,0,105,15,134,flyers,2023,190.0,9.0,4.0,2.84,6.38,9.22,1.86,0.08,10.0,0.0,10.0,9.93,2.84,5.35,0.83,0.0,25.0,9.54,0.97,0.07,10.0,9.6,1.8,3.05,6.42,2.98,9.67,0.4,6.06,137.64,19.17,6.69,3.07,-0.52,-1.04,-0.61,-0.27,0.5,0.94,-0.64,-0.24,-0.52,-1.09,0.53,1.08,-1.61,-0.69,-0.94,-0.39,0.42,-0.68,0.28,0.005
William Coffin,12,191,109,14,6,8,1,10,28,84.85,825,210,615,47.71,1,4,0,1,0,2,66.67,100,16,175,191,flyers,2023,190.0,9.0,4.0,5.5,7.34,12.84,0.26,0.05,2.0,6.0,8.0,0.92,3.67,29.46,0.52,1111.11,25.0,12.94,0.73,0.05,8.17,1.26,0.32,5.54,7.31,3.78,2.25,6.0,28.33,190.83,166.85,1026.23,2.17,-0.47,-1.04,-0.61,-0.64,-0.97,-0.79,-0.45,-0.34,-0.52,-0.39,-0.67,-0.26,1.96,0.02,1.46,3.95,-0.29,0.13,-0.38,0.005
Andrew McKelvey,10,122,81,10,2,8,4,9,15,75.0,512,77,435,58.02,2,5,0,0,1,0,0.00,1,10,112,135,flyers,2023,190.0,9.0,4.0,2.47,9.88,12.35,0.19,0.07,1.0,5.0,6.0,2.47,6.17,34.13,3.28,11.11,100.0,12.53,3.25,0.06,6.44,2.75,0.28,2.86,9.56,6.04,1.44,5.11,32.14,140.93,108.26,20.99,0.44,-0.69,-0.32,-0.68,-0.83,-0.85,-0.88,-0.82,-0.34,-0.37,-0.6,-0.8,0.97,2.65,-0.68,0.51,-0.35,-0.49,-0.25,-0.89,0.005
Kevin Pignone,7,115,79,13,9,4,0,9,112,94.92,1149,759,390,58.23,6,4,1,0,0,4,66.67,3,37,78,121,flyers,2023,190.0,9.0,4.0,11.39,5.06,16.46,1.42,0.08,10.0,5.0,15.0,7.59,5.06,10.26,0.0,33.33,0.0,16.18,0.34,0.07,14.44,7.3,1.37,10.78,5.28,5.05,9.44,5.11,10.9,128.64,78.0,40.93,4.0,-0.52,-1.27,-0.68,-0.43,-0.4,-0.17,-0.18,-0.74,-0.52,-0.65,-0.12,1.0,-0.88,-0.86,0.0,-0.26,-0.05,-0.79,-0.5,0.005
Andrew Sjogren,12,248,300,56,15,41,4,47,243,95.67,4749,1096,3653,48.33,28,10,0,3,0,3,100.00,0,229,19,300,union,2023,181.0,10.0,5.0,5.0,13.67,18.67,0.81,0.19,4.0,12.0,16.0,9.33,3.33,19.54,1.61,0.0,80.0,18.52,1.65,0.18,15.81,9.19,0.82,5.03,13.45,3.38,4.03,11.81,19.43,296.42,20.9,3.26,3.03,1.88,-0.32,1.97,1.83,2.08,0.8,0.37,2.96,0.33,3.06,0.22,-0.19,0.49,1.39,-0.88,-0.39,1.14,-0.26,1.62,-0.18
Jake Steslicki,11,226,193,33,16,17,10,30,260,94.89,1890,943,947,51.3,16,11,1,2,1,1,33.33,0,93,133,274,union,2023,181.0,10.0,5.0,8.29,8.81,17.1,1.35,0.13,5.0,5.0,10.0,8.29,5.7,7.27,4.42,0.0,200.0,16.95,4.35,0.12,10.0,8.13,1.33,8.18,8.72,5.67,5.0,5.05,7.7,269.81,130.29,4.98,1.15,0.6,1.11,0.79,0.03,0.73,0.93,0.47,0.56,0.48,-0.02,0.07,0.17,-1.33,1.07,0.83,-0.39,0.21,0.57,0.63,-0.18
Jack Shanahan,11,225,282,47,27,20,7,29,252,90.32,3880,1706,2174,41.84,15,22,0,3,0,11,45.83,9,207,18,264,union,2023,181.0,10.0,5.0,9.57,7.09,16.67,0.89,0.13,6.0,8.0,14.0,5.32,7.8,15.4,3.11,90.0,140.0,16.58,3.11,0.13,13.86,5.31,0.89,9.45,7.09,7.7,5.97,7.93,15.42,261.43,20.05,90.38,10.76,1.38,0.39,0.72,1.28,0.61,0.87,1.47,0.86,2.04,1.38,0.83,-0.97,-0.12,0.94,-0.9,-0.04,-0.4,0.22,-0.5,-0.18
Jace Bruner,13,217,135,16,3,13,15,26,84,94.38,873,377,496,52.59,7,4,0,1,0,2,100.00,2,5,212,274,union,2023,181.0,10.0,5.0,2.22,9.63,11.85,0.62,0.12,3.0,4.0,6.0,5.19,2.96,10.39,6.91,20.0,300.0,12.0,6.64,0.11,6.28,5.18,0.65,2.48,9.45,3.1,3.14,4.14,10.78,268.14,202.76,25.59,2.14,-0.36,2.3,0.51,-0.61,-0.29,-0.37,-0.73,0.16,-0.52,-0.53,-0.5,0.32,-0.86,1.07,2.01,-0.32,0.1,1.27,0.83,-0.18
Benjamin Preiss,11,217,221,39,21,18,4,25,189,91.75,2902,1229,1673,47.51,8,14,0,4,0,6,50.00,0,136,81,252,union,2023,181.0,10.0,5.0,9.5,8.14,17.65,0.86,0.12,6.0,8.0,13.0,3.62,6.33,15.35,1.84,0.0,80.0,17.49,1.89,0.11,12.87,3.68,0.87,9.35,8.09,6.27,5.96,7.91,15.38,249.27,80.87,4.37,5.91,0.93,-0.32,0.44,0.67,-0.18,0.4,0.92,0.66,0.9,0.81,0.35,-0.29,-0.13,0.79,0.05,-0.39,-0.21,-0.26,-0.46,-0.18
Jesse Johnson,11,181,171,23,5,18,6,24,97,97.0,1441,197,1244,47.95,6,2,0,3,0,1,100.00,1,105,76,214,union,2023,181.0,10.0,5.0,2.92,10.53,13.45,0.57,0.13,1.0,7.0,8.0,3.51,1.17,14.86,3.31,10.0,120.0,13.48,3.29,0.12,8.11,3.59,0.59,3.09,10.33,1.38,1.22,6.94,14.92,212.62,76.11,15.03,1.17,0.04,0.15,0.37,-0.25,-0.4,-0.28,-0.54,0.66,-0.8,0.32,-0.68,-0.23,-0.2,0.31,-0.03,-0.35,0.22,0.02,0.35,-0.18
Didzis Malderis,12,170,107,17,6,11,6,19,56,91.8,808,341,467,55.14,3,3,0,1,0,0,--,12,17,153,210,union,2023,181.0,10.0,5.0,5.61,10.28,15.89,0.52,0.11,3.0,4.0,8.0,2.8,2.8,14.43,3.53,120.0,120.0,15.73,3.48,0.1,8.17,2.99,0.56,5.64,10.0,2.99,3.17,4.17,14.56,208.21,146.59,118.38,0.34,-0.3,0.15,0.02,-0.65,-0.74,-0.58,-0.45,-0.04,-0.66,-0.56,-0.53,0.63,-0.27,0.26,1.13,0.08,-0.03,0.1,0.01,-0.18
Asher Lantz,9,161,111,7,3,4,11,15,35,94.59,523,93,430,39.64,3,2,0,1,0,0,--,4,25,136,189,union,2023,181.0,10.0,5.0,2.7,3.6,6.31,0.32,0.09,1.0,4.0,5.0,2.7,1.8,14.94,6.83,40.0,220.0,6.95,6.51,0.08,5.41,2.89,0.38,2.97,3.88,2.06,1.33,4.17,15.03,189.0,131.21,45.04,0.33,-0.86,1.34,-0.26,-0.82,-0.74,-0.74,-0.73,-0.74,-0.8,-0.6,-0.78,-1.23,-0.19,-0.0,0.87,-0.24,-0.17,0.73,0.13,-0.18
Nico Lake,10,174,238,24,18,6,2,15,328,96.19,2647,2136,511,41.18,7,7,0,4,0,3,60.00,0,174,0,214,union,2023,181.0,10.0,5.0,7.56,2.52,10.08,1.38,0.09,9.0,2.0,11.0,2.94,2.94,8.07,1.15,0.0,40.0,10.24,1.22,0.09,10.96,3.02,1.36,7.5,2.7,3.02,8.84,2.16,8.39,212.99,3.15,4.07,3.04,0.09,-0.8,-0.26,0.51,-0.29,1.43,0.65,-0.54,-0.09,-0.51,1.26,-1.05,-1.21,0.31,-1.16,-0.39,0.34,-0.54,0.24,-0.18
Ross Barker,6,129,162,22,13,9,5,15,129,90.85,2160,934,1226,40.12,10,9,0,3,0,4,40.00,0,116,13,157,union,2023,181.0,10.0,5.0,8.02,5.56,13.58,0.8,0.12,6.0,8.0,13.0,6.17,5.56,16.74,3.88,0.0,100.0,13.6,3.83,0.11,12.83,6.1,0.81,7.9,5.64,5.53,5.94,7.88,16.7,158.86,16.78,5.87,4.0,-0.02,-0.08,-0.26,0.2,0.05,-0.04,0.19,-0.24,0.19,0.3,0.06,-1.17,0.08,-0.41,-0.97,-0.39,-0.13,-0.12,-0.26,-0.18
